experiment,item,condition,sentence,prompt,question_type,options,literal_response,config
dopo,1,DO_plausible,The sister mailed the niece the letter.,Did the niece receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,1,DO_implausible,The sister mailed the letter the niece.,Did the niece receive something/someone?,multiple_choice,Yes_No,No,
dopo,1,PO_plausible,The sister mailed the letter to the niece.,Did the niece receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,1,PO_implausible,The sister mailed the niece to the letter.,Did the niece receive something/someone?,multiple_choice,Yes_No,No,
dopo,2,DO_plausible,The mother gave the daughter the candle.,Did the daughter receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,2,DO_implausible,The mother gave the candle the daughter.,Did the daughter receive something/someone?,multiple_choice,Yes_No,No,
dopo,2,PO_plausible,The mother gave the candle to the daughter.,Did the daughter receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,2,PO_implausible,The mother gave the daughter to the candle.,Did the daughter receive something/someone?,multiple_choice,Yes_No,No,
dopo,3,DO_plausible,The uncle sold the father the truck.,Did the father receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,3,DO_implausible,The uncle sold the truck the father.,Did the father receive something/someone?,multiple_choice,Yes_No,No,
dopo,3,PO_plausible,The uncle sold the truck to the father.,Did the father receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,3,PO_implausible,The uncle sold the father to the truck.,Did the father receive something/someone?,multiple_choice,Yes_No,No,
dopo,4,DO_plausible,The contractor lent the homeowner the saw.,Did the homeowner receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,4,DO_implausible,The contractor lent the saw the homeowner.,Did the homeowner receive something/someone?,multiple_choice,Yes_No,No,
dopo,4,PO_plausible,The contractor lent the saw to the homeowner.,Did the homeowner receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,4,PO_implausible,The contractor lent the homeowner to the saw.,Did the homeowner receive something/someone?,multiple_choice,Yes_No,No,
dopo,5,DO_plausible,The sailing club leased the man the boat.,Did the man receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,5,DO_implausible,The sailing club leased the boat the man.,Did the man receive something/someone?,multiple_choice,Yes_No,No,
dopo,5,PO_plausible,The sailing club leased the boat to the man.,Did the man receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,5,PO_implausible,The sailing club leased the man to the boat.,Did the man receive something/someone?,multiple_choice,Yes_No,No,
dopo,6,DO_plausible,The girl tossed the boy the apple.,Did the apple receive something/someone?,multiple_choice,Yes_No,No,
dopo,6,DO_implausible,The girl tossed the apple the boy.,Did the apple receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,6,PO_plausible,The girl tossed the apple to the boy.,Did the apple receive something/someone?,multiple_choice,Yes_No,No,
dopo,6,PO_implausible,The girl tossed the boy to the apple.,Did the apple receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,7,DO_plausible,The daughter passed the mother the bowl.,Did the bowl receive something/someone?,multiple_choice,Yes_No,No,
dopo,7,DO_implausible,The daughter passed the bowl the mother.,Did the bowl receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,7,PO_plausible,The daughter passed the bowl to the mother.,Did the bowl receive something/someone?,multiple_choice,Yes_No,No,
dopo,7,PO_implausible,The daughter passed the mother to the bowl.,Did the bowl receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,8,DO_plausible,The scuba instructor rented the tourist the equipment.,Did the equipment receive something/someone?,multiple_choice,Yes_No,No,
dopo,8,DO_implausible,The scuba instructor rented the equipment the tourist.,Did the equipment receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,8,PO_plausible,The scuba instructor rented the equipment to the tourist.,Did the equipment receive something/someone?,multiple_choice,Yes_No,No,
dopo,8,PO_implausible,The scuba instructor rented the tourist to the equipment.,Did the equipment receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,9,DO_plausible,The boy handed the girl the pencil.,Did the pencil receive something/someone?,multiple_choice,Yes_No,No,
dopo,9,DO_implausible,The boy handed the pencil the girl.,Did the pencil receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,9,PO_plausible,The boy handed the pencil to the girl.,Did the pencil receive something/someone?,multiple_choice,Yes_No,No,
dopo,9,PO_implausible,The boy handed the girl to the pencil.,Did the pencil receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,10,DO_plausible,The nanny threw the child the toy.,Did the toy receive something/someone?,multiple_choice,Yes_No,No,
dopo,10,DO_implausible,The nanny threw the toy the child.,Did the toy receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,10,PO_plausible,The nanny threw the toy to the child.,Did the toy receive something/someone?,multiple_choice,Yes_No,No,
dopo,10,PO_implausible,The nanny threw the child to the toy.,Did the toy receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,11,DO_plausible,The nephew mailed the aunt the postcard.,Did the postcard receive something/someone?,multiple_choice,Yes_No,No,
dopo,11,DO_implausible,The nephew mailed the postcard the aunt.,Did the postcard receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,11,PO_plausible,The nephew mailed the postcard to the aunt.,Did the postcard receive something/someone?,multiple_choice,Yes_No,No,
dopo,11,PO_implausible,The nephew mailed the aunt to the postcard.,Did the postcard receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,12,DO_plausible,The father gave the son the car.,Did the car receive something/someone?,multiple_choice,Yes_No,No,
dopo,12,DO_implausible,The father gave the car the son.,Did the car receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,12,PO_plausible,The father gave the car to the son.,Did the car receive something/someone?,multiple_choice,Yes_No,No,
dopo,12,PO_implausible,The father gave the son to the car.,Did the car receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,13,DO_plausible,The shop sold the student the bike.,Did the bike receive something/someone?,multiple_choice,Yes_No,No,
dopo,13,DO_implausible,The shop sold the bike the student.,Did the bike receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,13,PO_plausible,The shop sold the bike to the student.,Did the bike receive something/someone?,multiple_choice,Yes_No,No,
dopo,13,PO_implausible,The shop sold the student to the bike.,Did the bike receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,14,DO_plausible,The janitor lent the teacher the mop.,Did the mop receive something/someone?,multiple_choice,Yes_No,No,
dopo,14,DO_implausible,The janitor lent the mop the teacher.,Did the mop receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,14,PO_plausible,The janitor lent the mop to the teacher.,Did the mop receive something/someone?,multiple_choice,Yes_No,No,
dopo,14,PO_implausible,The janitor lent the teacher to the mop.,Did the mop receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,15,DO_plausible,The car dealer leased the plumber the SUV.,Did the SUV receive something/someone?,multiple_choice,Yes_No,No,
dopo,15,DO_implausible,The car dealer leased the SUV the plumber.,Did the SUV receive something/someone?,multiple_choice,Yes_No,Yes,config
dopo,15,PO_plausible,The car dealer leased the SUV to the plumber.,Did the SUV receive something/someone?,multiple_choice,Yes_No,No,
dopo,15,PO_implausible,The car dealer leased the plumber to the SUV.,Did the SUV receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,16,DO_plausible,The host tossed the contestant the microphone.,Did the contestant receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,16,DO_implausible,The host tossed the microphone the contestant.,Did the contestant receive something/someone?,multiple_choice,Yes_No,No,
dopo,16,PO_plausible,The host tossed the microphone to the contestant.,Did the contestant receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,16,PO_implausible,The host tossed the contestant to the microphone.,Did the contestant receive something/someone?,multiple_choice,Yes_No,No,
dopo,17,DO_plausible,The quarterback passed the receiver the ball.,Did the receiver receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,17,DO_implausible,The quarterback passed the ball the receiver.,Did the receiver receive something/someone?,multiple_choice,Yes_No,No,
dopo,17,PO_plausible,The quarterback passed the ball to the receiver.,Did the receiver receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,17,PO_implausible,The quarterback passed the receiver to the ball.,Did the receiver receive something/someone?,multiple_choice,Yes_No,No,
dopo,18,DO_plausible,The videostore rented the customer the DVD.,Did the customer receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,18,DO_implausible,The videostore rented the DVD the customer.,Did the customer receive something/someone?,multiple_choice,Yes_No,No,
dopo,18,PO_plausible,The videostore rented the DVD to the customer.,Did the customer receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,18,PO_implausible,The videostore rented the customer to the DVD.,Did the customer receive something/someone?,multiple_choice,Yes_No,No,
dopo,19,DO_plausible,The bartender handed the lady the drink.,Did the lady receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,19,DO_implausible,The bartender handed the drink the lady.,Did the lady receive something/someone?,multiple_choice,Yes_No,No,
dopo,19,PO_plausible,The bartender handed the drink to the lady.,Did the lady receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,19,PO_implausible,The bartender handed the lady to the drink.,Did the lady receive something/someone?,multiple_choice,Yes_No,No,
dopo,20,DO_plausible,The magician threw the assistant the hat.,Did the assistant receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,20,DO_implausible,The magician threw the hat the assistant.,Did the assistant receive something/someone?,multiple_choice,Yes_No,No,
dopo,20,PO_plausible,The magician threw the hat to the assistant.,Did the assistant receive something/someone?,multiple_choice,Yes_No,Yes,
dopo,20,PO_implausible,The magician threw the assistant to the hat.,Did the assistant receive something/someone?,multiple_choice,Yes_No,No,
act-pass2,1,active_v1,The man held the woman.,Did the woman hold something/someone?,multiple_choice,Yes_No,No,
act-pass2,1,active_v2,The woman held the man.,Did the woman hold something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,1,passive_v2,The man was held by the woman.,Did the woman hold something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,1,passive_v1,The woman was held by the man.,Did the woman hold something/someone?,multiple_choice,Yes_No,No,
act-pass2,2,active_v1,The airplane destroyed the missile.,Did the missile destroy something/someone?,multiple_choice,Yes_No,No,
act-pass2,2,active_v2,The missile destroyed the airplane.,Did the missile destroy something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,2,passive_v2,The airplane was destroyed by the missile.,Did the missile destroy something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,2,passive_v1,The missile was destroyed by the airplane.,Did the missile destroy something/someone?,multiple_choice,Yes_No,No,
act-pass2,3,active_v1,The father chased the son.,Did the son chase something/someone?,multiple_choice,Yes_No,No,
act-pass2,3,active_v2,The son chased the father.,Did the son chase something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,3,passive_v2,The father was chased by the son.,Did the son chase something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,3,passive_v1,The son was chased by the father.,Did the son chase something/someone?,multiple_choice,Yes_No,No,
act-pass2,4,active_v1,The nephew tickled the uncle.,Did the nephew tickle something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,4,active_v2,The uncle tickled the nephew.,Did the nephew tickle something/someone?,multiple_choice,Yes_No,No,
act-pass2,4,passive_v2,The nephew was tickled by the uncle.,Did the nephew tickle something/someone?,multiple_choice,Yes_No,No,
act-pass2,4,passive_v1,The uncle was tickled by the nephew.,Did the nephew tickle something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,5,active_v1,The woman nudged the man.,Did the woman nudge something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,5,active_v2,The man nudged the woman.,Did the woman nudge something/someone?,multiple_choice,Yes_No,No,
act-pass2,5,passive_v2,The woman was nudged by the man.,Did the woman nudge something/someone?,multiple_choice,Yes_No,No,
act-pass2,5,passive_v1,The man was nudged by the woman.,Did the woman nudge something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,6,active_v1,The daughter bit the son.,Did the daughter bite something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,6,active_v2,The son bit the daughter.,Did the daughter bite something/someone?,multiple_choice,Yes_No,No,
act-pass2,6,passive_v2,The daughter was bitten by the son.,Did the daughter bite something/someone?,multiple_choice,Yes_No,No,
act-pass2,6,passive_v1,The son was bitten by the daughter.,Did the daughter bite something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,7,active_v1,The husband called the wife.,Did the husband call something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,7,active_v2,The wife called the husband.,Did the husband call something/someone?,multiple_choice,Yes_No,No,
act-pass2,7,passive_v2,The husband was called by the wife.,Did the husband call something/someone?,multiple_choice,Yes_No,No,
act-pass2,7,passive_v1,The wife was called by the husband.,Did the husband call something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,8,active_v1,The girl pushed the boy.,Did the girl push something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,8,active_v2,The boy pushed the girl.,Did the girl push something/someone?,multiple_choice,Yes_No,No,
act-pass2,8,passive_v2,The girl was pushed by the boy.,Did the girl push something/someone?,multiple_choice,Yes_No,No,
act-pass2,8,passive_v1,The boy was pushed by the girl.,Did the girl push something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,9,active_v1,The wife ignored the husband.,Did the wife ignore something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,9,active_v2,The husband ignored the wife.,Did the wife ignore something/someone?,multiple_choice,Yes_No,No,
act-pass2,9,passive_v2,The wife was ignored by the husband.,Did the wife ignore something/someone?,multiple_choice,Yes_No,No,
act-pass2,9,passive_v1,The husband was ignored by the wife.,Did the wife ignore something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,10,active_v1,The niece followed the aunt.,Did the aunt follow something/someone?,multiple_choice,Yes_No,No,
act-pass2,10,active_v2,The aunt followed the niece.,Did the aunt follow something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,10,passive_v2,The niece was followed by the aunt.,Did the aunt follow something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,10,passive_v1,The aunt was followed by the niece.,Did the aunt follow something/someone?,multiple_choice,Yes_No,No,
act-pass2,11,active_v1,The professor criticized the TA.,Did the TA criticize something/someone?,multiple_choice,Yes_No,No,
act-pass2,11,active_v2,The TA criticized the professor.,Did the TA criticize something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,11,passive_v2,The professor was criticized by the TA.,Did the TA criticize something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,11,passive_v1,The TA was criticized by the professor.,Did the TA criticize something/someone?,multiple_choice,Yes_No,No,
act-pass2,12,active_v1,The lawyer insulted the judge.,Did the judge insult something/someone?,multiple_choice,Yes_No,No,
act-pass2,12,active_v2,The judge insulted the lawyer.,Did the judge insult something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,12,passive_v2,The lawyer was insulted by the judge.,Did the judge insult something/someone?,multiple_choice,Yes_No,Yes,
act-pass2,12,passive_v1,The judge was insulted by the lawyer.,Did the judge insult something/someone?,multiple_choice,Yes_No,No,
filler,1,filler,The professor conducted an inquiry into the status of the file.,Did the professor conduct someone/something?,multiple_choice,Yes_No,Yes,
filler,2,filler,The commissioner wrote a report for the chairman.,Did the commissioner write someone/something?,multiple_choice,Yes_No,Yes,
filler,3,filler,The terrorist assassinated the newsman in cold blood.,Did the terrorist kill someone/something?,multiple_choice,Yes_No,Yes,
filler,4,filler,A legislator lied to the consultant about a new bill.,Did the legislator lie about someone/something?,multiple_choice,Yes_No,Yes,
filler,5,filler,The toddler hugged a teddybear because he was scared.,Did the toddler hug someone/something?,multiple_choice,Yes_No,Yes,
filler,6,filler,The spy monitored a baroness for several months.,Did the spy watch someone/something?,multiple_choice,Yes_No,Yes,
filler,7,filler,The witch was hanged by an executioner promptly at dawn.,Did the executioner hang someone/something?,multiple_choice,Yes_No,Yes,
filler,8,filler,The pianist met with a beautician to prepare for her recital.,Did the pianist meet with someone/something?,multiple_choice,Yes_No,Yes,
filler,9,filler,A socialite was greeted by the butler with a plate of caviar.,Did the butler greet someone/something?,multiple_choice,Yes_No,Yes,
filler,10,filler,The pirate stole the booty from an officer.,Did the pirate steal someone/something?,multiple_choice,Yes_No,Yes,
filler,11,filler,The colonel was knighted by the queen because of his loyalty.,Did the queen knight someone/something?,multiple_choice,Yes_No,Yes,
filler,12,filler,The spokesman toasted a muffin for the agent after the early morning appointment.,Did the spokesman do something for someone/something?,multiple_choice,Yes_No,Yes,
filler,13,filler,The supplier described a scenario for the class after explaining basic concepts.,Did the supplier explain someone/something?,multiple_choice,Yes_No,Yes,
filler,14,filler,A bystander was rescued by the fireman in the nick of time.,Did the fireman rescue someone/something?,multiple_choice,Yes_No,Yes,
filler,15,filler,The defendant misled a juryman when she said that she worked for the government.,Was the juryman misled by someone/something?,multiple_choice,Yes_No,Yes,
filler,16,filler,The translator found a car for the ambassador because he could not speak Lebanese.,Was a car found for someone/something?,multiple_choice,Yes_No,Yes,
filler,17,filler,The acrobat respected the ballerina because she went to Juilliard.,Was the ballerina respected by someone/something?,multiple_choice,Yes_No,Yes,
filler,18,filler,The principal commended a parent for her ability to motivate her child.,Was the parent commended by someone/something?,multiple_choice,Yes_No,Yes,
filler,19,filler,The robot killed a scientist before escaping from the laboratory.,Did the robot escape from someone/something?,multiple_choice,Yes_No,Yes,
filler,20,filler,The preacher irritated a parishioner because she was used to shorter sermons.,Was the parishioner irritated by someone/something?,multiple_choice,Yes_No,Yes,
filler,21,filler,The presenter was criticized by a legislator because of his speech impediment.,Did the legislator criticize someone/something?,multiple_choice,Yes_No,Yes,
filler,22,filler,An analyst angered the economist after he interrupted a phone conference five times.,Was the economist angered by someone/something?,multiple_choice,Yes_No,Yes,
filler,23,filler,The advisee opened a file for the visitor with some trepidation.,Was the file opened by someone/something?,multiple_choice,Yes_No,Yes,
filler,24,filler,The choreographer found a film starring the lead in the musical.,Was the film found by someone/something?,multiple_choice,Yes_No,Yes,
filler,25,filler,The playwright selected the understudy because of his resemblance to the lead actor.,Did the understudy receive someone/something?,multiple_choice,Yes_No,No,
filler,26,filler,The insurer paid the victim because his car had been destroyed.,Did the victim pay someone/something?,multiple_choice,Yes_No,No,
filler,27,filler,The runner filled a bottle with cold tap water.,Did the runner receive someone/something?,multiple_choice,Yes_No,No,
filler,28,filler,The sculptor brought a shell from the ocean floor.,Did the shell receive someone/something?,multiple_choice,Yes_No,No,
filler,29,filler,The dealer shuffled the deck before distributing the cards.,Did the cards receive someone/something?,multiple_choice,Yes_No,No,
filler,30,filler,The trainer filled a bag with ice for the injured client.,Did the trainer receive someone/something?,multiple_choice,Yes_No,No,
filler,31,filler,The cameraman was paid to follow a bridesmaid down the aisle with his camera.,Did the cameraman volunteer to film someone/something?,multiple_choice,Yes_No,No,
filler,32,filler,The rioter stapled the sign to a bulletin board in the corridor.,Did the rioter receive someone/something?,multiple_choice,Yes_No,No,
filler,33,filler,The paramedic helped an invalid into the brick building,Did the paramedic receive someone/something?,multiple_choice,Yes_No,No,
filler,34,filler,The trucker ordered a bartender to bring him a beer.,Did the bartender receive someone/something?,multiple_choice,Yes_No,No,
filler,35,filler,The performer lifted the acrobat onto her shoulders gracefully.,Did the acrobat receive someone/something?,multiple_choice,Yes_No,No,
filler,36,filler,The archivist found a document dating back to the Nixon administration.,Did the archivist receive someone/something?,multiple_choice,Yes_No,No,
filler,37,filler,The intern begged a programmer to edit the program because it was due the next day.,Did the intern receive someone/something?,multiple_choice,Yes_No,No,
filler,38,filler,The surgeon called for a nurse to assist him with the operation.,Did the nurse receive someone/something?,multiple_choice,Yes_No,No,
filler,39,filler,The beekeeper selected a honeycomb carefully from a hive of swarming bees.,Did the beekeeper eat someone/something?,multiple_choice,Yes_No,No,
filler,40,filler,The Vikings raided a village in search of the warrior.,Did the warrior receive someone/something?,multiple_choice,Yes_No,No,
filler,41,filler,The jewelry-maker was commissioned by the millionaire.,Did the millionaire receive someone/something?,multiple_choice,Yes_No,No,
filler,42,filler,The cheerleader was treated by a doctor who had been watching the game.,Did the cheerleader call someone/something?,multiple_choice,Yes_No,No,
filler,43,filler,The alum was offended by the solicitor because he asked very personal questions.,Did the alum receive someone/something?,multiple_choice,Yes_No,No,
filler,44,filler,The astronaut accepted the mission.,Did the astronaut receive someone/something?,multiple_choice,Yes_No,No,
filler,45,filler,The assistant xeroxed a file for the editor after sorting some papers.,Did the assistant receive someone/something?,multiple_choice,Yes_No,No,
filler,46,filler,The coach encouraged the team to score in the last quarter.,Did the coach receive someone/something?,multiple_choice,Yes_No,No,
filler,47,filler,The butcher cleaned a knife before he sliced the ham.,Did the butcher receive someone/something?,multiple_choice,Yes_No,No,
filler,48,filler,The sergeant assigned a locker to the private after the meeting.,Did the sergeant receive someone/something?,multiple_choice,Yes_No,No,